"MASCARA","ANO","CODMUNIC","UF","SIGLA","MUNIC","DEP","LOC","CODFUNC","NOME_CUR","GRD_COD","AREA_COD","SUBAREAC","VEP111","VEP112","VEP113","VPE114","VEP115","VEP116","VEP117","VEP121","VEP122","VEP123","VEP124","VEP125","VEP126","VEP127","VEP118","VEP119","VEP128","VEP129","DEP131","DEP132","DEP133","DEP134","DEP135","DEP136","DEP137","NEP141","NEP142","NEP143","NEP144","NEP145","NEP146","NEP147","DEP138","DEP139","NEP148","NEP149"
23093818,2002,351505809007,São Paulo,SP,CAIEIRAS,Particular,Urbana,Ativo,AUXILIA TECNICO DE ENFERMAGEM,D,D14,D1401,,2,8,14,5,3,3,,1,2,31,19,13,2,3,32,12,56,,,,15,3,3,1,,,,8,9,1,2,3,19,4,16
23093818,2002,351505809007,São Paulo,SP,CAIEIRAS,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM,D,D14,D1401,,,,9,3,3,3,,,,,,,,5,13,,,,,,3,7,6,5,,,,8,8,17,17,5,16,7,43
23093818,2002,351505809007,São Paulo,SP,CAIEIRAS,Particular,Urbana,Ativo,TECNICO DE RADIOLOGIA MÉDICA RADIODIAGNÓSTICA,D,D14,D1401,,,,11,4,,2,,,,,,,,5,12,,,,,,,,,,,,,3,,6,1,,,4,6
23095231,2002,351506148708,São Paulo,SP,SAO BERNARDO DO CAMPO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM DO  TRABALHO,D,D14,D1401,,,,,,,,,,,5,3,14,5,,,7,20,,,,,,,,,,,,,,,,,,
23095231,2002,351506148708,São Paulo,SP,SAO BERNARDO DO CAMPO,Particular,Urbana,Ativo,TÉCNICO DE ENFERMAGEM,D,D14,D1401,,5,53,78,36,47,8,,1,18,103,73,69,11,34,193,49,226,,,23,32,28,26,10,,,3,58,17,22,5,16,103,24,81
23095231,2002,351506148708,São Paulo,SP,SAO BERNARDO DO CAMPO,Particular,Urbana,Ativo,TÉCNICO DE ENFERMAGEM DO TRABALHO,D,D14,D1401,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
23094643,2002,350703201608,São Paulo,SP,AMERICANA,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL DE TEC EM ENFERMAGEM,D,D14,D1401,,,1,7,3,8,15,,,5,21,9,15,11,3,31,7,54,,,,,,,,,,,,,,,,,,
23094643,2002,350703201608,São Paulo,SP,AMERICANA,Particular,Urbana,Ativo,QUALIFICAÇÃO PROF DE AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,5,21,9,12,7,,,20,41,26,21,7,6,48,25,90,,,1,12,3,3,2,,,,17,7,19,3,1,20,3,43
23094643,2002,350703201608,São Paulo,SP,AMERICANA,Particular,Urbana,Ativo,QUALIFICAÇÃO PROFISSIONAL DE AUXILIAR DE FARMÁCIA,D,D14,D1401,,,,,,,,,,1,7,4,4,1,,,6,11,,,,,,,,,,,,,,,,,,
23094538,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,1,3,2,4,,,,4,12,8,8,3,1,9,5,30,,,,11,7,7,8,,,2,21,36,28,13,4,29,12,88
23094538,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,1,5,,
23094538,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM RADIOLOGIA,D,D14,D1401,,,,,,,,,,,5,3,2,1,,,5,6,,,,,,,,,,,,,,,,,,
23094086,2002,351506351009,São Paulo,SP,SAO VICENTE,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TECNICO DE ENFERMAGEM,D,D14,D1401,,1,6,11,9,7,1,,,10,21,18,6,3,5,30,6,52,,,,,,,,,,,23,10,13,10,,,11,45
23094086,2002,351506351009,São Paulo,SP,SAO VICENTE,Particular,Urbana,Ativo,TECNICO EM PATOLOGIA CLINICA,D,D14,D1401,,,,,,,,,,3,8,3,4,2,,,3,17,,,,,,,,,,,,,,,,,,
23095233,2002,351506348500,São Paulo,SP,SANTOS,Particular,Urbana,Ativo,HABILITAÇÃO PROF AUXILIAR TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,5,7,2,2,1,,,8,32,17,13,3,,17,10,63,,,,,,,,,,1,17,8,9,8,,,2,41
23094539,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,1,7,11,11,4,,,,9,11,12,4,4,30,4,32,,,,,,,,,,2,1,1,,15,,,,19
23094539,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,RADIOLOGIA MEDICA RADIODIAGNOSTICO,D,D14,D1401,,,1,5,1,4,2,,,16,51,34,15,2,5,8,57,61,,,,,,,,,,4,4,4,7,,,,9,10
23093819,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,INSTRUMENTO MUSICAL CANTO,D,D16,D1601,,10,1,4,1,3,3,,,,,,,,4,18,,,,,3,2,1,,1,,,,,,,,1,6,,
23095272,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,AUXILIAR TÉCNICO DE ENFERMAGEM,D,D14,D1401,,1,15,14,8,3,5,,1,5,13,6,8,1,2,44,2,32,,,1,22,8,12,2,,,1,23,10,17,6,2,43,4,53
23095272,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,HABILITAÇÃO PROF. TECNICO EM BIODIAGNÓSTICO,D,D14,D1401,,,,,,,,,,1,12,6,4,3,,,5,21,,,,,,,,,,,3,4,7,2,,,3,13
23095272,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,HABILITAÇÃO PROF. TÉCNICO EM FARMÁCIA,D,D14,D1401,,,,,,,,,,2,3,4,2,,,,1,10,,,,,,,,,,,,,,,,,,
23095272,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM (Complementar),D,D14,D1401,,,,,,,,,,,10,5,7,4,,,5,21,,,,2,7,6,3,,,,10,11,12,6,2,16,5,34
23095272,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM REGULAR,D,D14,D1401,,,,,,,,,,4,4,,2,2,,,,12,,,,,,,,,,,12,3,1,,,,3,13
23095272,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,TECNICO EM HIGIENE DENTAL,D,D14,D1401,,,,,,,,,,6,6,3,6,,,,1,20,,,,,,,,,,,,,,,,,,
23095272,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,TECNICO EM RADIOLOGIA MÉDICA RADIODIAGNÓSTICO,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,2,1,,,19,10
23093993,2002,350201443402,São Paulo,SP,RIBEIRAO PRETO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,2,22,82,37,57,56,,2,15,121,69,128,112,49,207,61,386,,,5,28,12,17,3,,,,8,7,4,1,12,53,7,13
23093993,2002,350201443402,São Paulo,SP,RIBEIRAO PRETO,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,4,9,3,14,7,,,,,,,,6,31,,,,,1,15,6,13,12,,,1,13,13,21,10,10,37,16,42
23095234,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,5,28,15,6,1,,,9,46,,,,,,,,,,,,,,,,,,
23093820,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,9,,,3,11
23093820,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,QUALIFICAÇÃO PROFISSIONAL AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,2,6,3,3,1,,1,8,20,13,12,5,1,14,6,53,,,,,,,,,,,5,4,2,,,,1,10
23094090,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO DE ENFERMAGEM,D,D14,D1401,0,0,0,7,3,7,4,,,,,,,,0,21,,,0,0,0,4,4,6,10,0,0,0,2,7,8,5,5,19,5,17
23094090,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,QUALIFICAÇÃO PROFISSIONAL AUXILIAR ENFERMAGEM,D,D14,D1401,0,0,27,49,23,28,10,0,0,21,67,44,46,13,15,122,23,168,0,0,1,15,8,15,9,0,0,1,30,14,24,8,3,45,12,65
23094124,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INSTRUMENTO MUSICAL,D,D16,D1601,6,14,2,4,1,2,1,,,,,,,,8,22,,,1,4,,3,,,,,,,,,,,1,7,,
23093822,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Paralisado,CURSO PROFISSIONALIZANTE EM NIVEL TECNICO,D,D16,D1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
23094629,2002,351204650605,São Paulo,SP,SAO ROQUE,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,,7,5,11,3,,,1,25,,,,,,,,,,,,,,,,,,
23095236,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,ESPECEALIZA;ÁO AUXILIAR DO TRABALHO,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,4,,,4,13
23095236,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,ESPECEALIZA;ÁO TECNICO ENF. DO TRABALHO,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,3
23095236,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,HAB PROF. TECNICO RADIOLOGIA,D,D14,D1401,,,13,53,105,45,12,,,26,159,34,23,5,53,175,155,92,,,,11,13,13,7,,,,20,30,21,8,22,22,34,45
23095236,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,HAB PROFISSIONAL TECNICO ENFERMAGEM,D,D14,D1401,,,11,22,10,21,2,,,13,48,32,17,9,9,57,18,101,,,,23,22,37,29,,,,13,26,39,14,12,99,15,77
23095236,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,QUALIFICA;ÁO PROF AUXILIAR ENFERMAHGEM,D,D14,D1401,,,1,41,20,16,6,,,4,42,27,20,4,12,72,15,82,,,1,28,10,11,4,,,1,21,13,8,,7,47,8,35
23095237,2002,350100215509,São Paulo,SP,FERNANDOPOLIS,Particular,Urbana,Ativo,TÉCNICO EM INSTRUMENTO MUSICAL,D,D16,D1601,1,5,,,,1,1,,,,,,,,1,7,,,1,8,1,,,,,,,,,,,,3,7,,
23095237,2002,350100215509,São Paulo,SP,FERNANDOPOLIS,Particular,Urbana,Ativo,Técnico em instrumento,D,D16,D1601,,,10,,,,,,,,,,,,1,9,,,,,11,,,,,,,,,,,,2,9,,
23095238,2002,350100215509,São Paulo,SP,FERNANDOPOLIS,Particular,Urbana,Ativo,TECNICO EM INSTRUMENTO MUSICAL,D,D16,D1601,1,5,,,,1,1,,,,,,,,1,7,,,1,8,1,,,,,,,,,,,,3,7,,
23093956,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM TRANSAÇOES IMOBILIARIAS,C,C08,C0804,,,,,,,,,,,4,183,250,210,,,412,235,,,,,,,,,,,21,396,871,427,,,1013,702
23095239,2002,350100215509,São Paulo,SP,FERNANDOPOLIS,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,7,40,5,4,1,,,17,40,,,,,,,,,,,,,,,,,,
23093967,2002,351505816408,São Paulo,SP,FRANCO DA ROCHA,Particular,Urbana,Ativo,HABILITAÇÃO PROF.  DE TÉCNICO EM ENFERMAGEM,D,D14,D1401,,3,19,18,13,12,2,,,9,52,27,31,11,14,53,29,101,,,9,40,14,10,3,,,,46,20,16,6,16,60,18,70
23093967,2002,351505816408,São Paulo,SP,FRANCO DA ROCHA,Particular,Urbana,Ativo,QUALIFICAÇÃO EM AUXILIAR TÉCNICO DE ENFERMAGEM,D,D14,D1401,,3,19,18,13,12,2,,,9,33,16,11,1,14,53,21,49,,,9,40,14,10,3,,,,39,15,11,3,16,60,14,54
23093967,2002,351505816408,São Paulo,SP,FRANCO DA ROCHA,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM (Complementar),D,D14,D1401,,,,,,,,,,,19,11,20,10,,,8,52,,,,,,,,,,,7,5,5,3,,,4,16
23093717,2002,351204645209,São Paulo,SP,SALTO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,6,12,18,10,9,,,,6,49,,,,,,,,,2,10,33,27,19,,,,6,85
23093717,2002,351204645209,São Paulo,SP,SALTO,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,11,17,12,,,,,45,38,30,,4,36,8,105
23093717,2002,351204645209,São Paulo,SP,SALTO,Particular,Urbana,Ativo,TECNICO EM FARMACIA,D,D14,D1401,,,,,,,,,1,14,9,3,2,5,,,10,24,,,,,,,,,,,,,,,,,,
23093717,2002,351204645209,São Paulo,SP,SALTO,Particular,Urbana,Ativo,TECNICO EM RADIOLOGIA,D,D14,D1401,,,,,,,,,,16,13,5,1,,,,19,16,,,,,,,,,,,,,,,,,,
23093717,2002,351204645209,São Paulo,SP,SALTO,Particular,Urbana,Ativo,TECNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,,,,,,,,,,,6,12,3,,,,16,5,,,,,,,,,,,,,,,,,,
23094642,2002,350602838709,São Paulo,SP,PIRACICABA,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL DE TÉCNICO EM MÚSICA,D,D16,D1601,,3,1,4,1,,,,,,,,,,2,7,,,,,,2,2,1,,,,,,,,,5,,,
23094646,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,HAB. PROFISSIONAL DE TÉCNICO EM PATOLOGIA CLÍNICA,D,D14,D1401,,,,,,,,,1,,8,4,1,,,,6,8,,,,,,,,,,1,2,1,,,,,1,3
23095240,2002,350703013900,São Paulo,SP,DIVINOLANDIA,Particular,Urbana,Ativo,Técnico em Enfermagem,D,D14,D1401,,,,,,,,,1,3,34,17,24,10,,,4,85,,,,,,,,,,,,,,,,,,
23094474,2002,351305410500,São Paulo,SP,CARAGUATATUBA,Particular,Urbana,Ativo,Auxiliar de Enfermagem,D,D14,D1401,,,,,,,,,,17,51,18,18,8,,,9,103,,,,,,,,,,3,44,45,14,10,,,12,104
23094474,2002,351305410500,São Paulo,SP,CARAGUATATUBA,Particular,Urbana,Ativo,Técnico em Protese,D,D14,D1401,,,,,,,,,,6,20,3,6,3,,,7,31,,,,,,,,,,,,,,,,,,
23094474,2002,351305410500,São Paulo,SP,CARAGUATATUBA,Particular,Urbana,Ativo,Técnico em Radiologia Médica,D,D14,D1401,,,,,,,,,,,29,12,8,2,,,25,26,,,,,,,,,,1,12,8,8,1,,,13,17
23094647,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,Higiene Dental,D,D14,D1401,,,,,,,,,,3,6,2,6,,,,,17,,,,,,,,,,,,,,,,,,
23094647,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,Laboratório de Prótese Dentária,D,D14,D1401,,,,,,,,,,2,8,4,5,3,,,6,16,,,,,,,,,,,3,,1,,,,2,2
23095241,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,Técnico em Eletrônica,B,B03,B0307,,12,27,51,26,15,1,,,12,62,41,28,5,120,12,136,12,,,,2,4,3,,,,,3,2,5,4,8,1,12,2
23095241,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,Técnico em Telecomunicações,D,D11,D1101,,12,27,51,26,14,1,,,12,62,40,27,5,119,12,133,13,,,,1,1,3,,,,,4,4,6,3,5,,15,2
23094166,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Tecnico em Design de Interiores,D,D20,D2002,,8,13,60,67,129,108,,4,6,36,59,52,16,17,368,13,160,,,,6,9,13,15,,,,8,6,7,3,,43,,24
23094476,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,AUXILIAR  EM ENFERMAGEM,D,D14,D1401,,,7,32,16,8,7,,,20,71,10,16,10,7,63,15,112,,,1,18,4,3,3,,,7,25,21,12,5,2,27,7,63
23094476,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,TÉCNICO EM BIODIAGNÓSTICO,D,D14,D1401,,,,,,,,,,3,12,1,7,,,,7,16,,,,,,,,,,,,,,,,,,
23094476,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,,12,4,8,4,,,6,22,,,,,,,,,,,,,,,,,,
23094476,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,TÉCNICO EM RADIOLOGIA,D,D14,D1401,,,,,,,,,,7,28,21,15,1,,,32,40,,,,,,,,,,,9,9,11,1,,,10,20
23094125,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM MUSICA,D,D16,D1601,,1,5,6,1,1,,,,,,,,,13,1,,,,,,,,,,,,,,,,,,,,
23094126,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM CANTO,D,D16,D1601,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
23094127,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Música na Área de Artes,D,D16,D1601,,,,,1,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,1,1,,
23094128,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM MÚSICA,D,D16,D1601,,,,1,,,,,,,,,,,0,1,,,,,,1,,,,,,,,,,,0,1,,
23095242,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO  EM INSTRUMENTO MUSICAL,D,D16,D1601,,3,4,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,
23094129,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM MUSICA,D,D16,D1601,,2,,,,,,,,,,,,,,2,,,,2,2,,1,,,,,,,,,,1,4,,
23094477,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Auxiliar de Enfermagem,D,D14,D1401,,,,3,11,8,10,,,,23,21,19,15,4,28,44,34,,,,2,3,28,6,,,,24,69,77,61,5,34,31,200
23094477,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico de Enfermagem,D,D14,D1401,,,,1,2,1,,,,,3,5,2,1,1,3,4,7,,,,19,23,9,2,,,,19,41,20,8,11,42,20,68
23094477,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico de Radiologia Médica Radiodiagnostico,D,D14,D1401,,,9,11,2,3,1,,,61,18,8,5,4,11,15,57,39,,,,7,13,3,3,,,,25,23,9,10,19,7,39,28
23095243,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,TÉCNICO EM PAISAGISMO,D,D20,D2002,,,1,1,,3,1,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,
23095244,2002,351305038006,São Paulo,SP,PINDAMONHANGABA,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,2,,3,,2,,,,2,5,,,,,,,,,,,,,,,,,,
23093963,2002,350703209502,São Paulo,SP,CAMPINAS,Particular,Urbana,Ativo,TECNICO EM DESIGN DE INTERIORES,D,D20,D2002,,,6,11,18,26,12,,,2,4,6,7,3,5,68,1,21,,,1,2,5,6,3,,,,,,,,1,16,,
23094130,2002,350402026803,São Paulo,SP,LENCOIS PAULISTA,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO EM MUSICA INSTRUM,D,D16,D1601,,2,,,,1,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,2,,
23093660,2002,350201451702,São Paulo,SP,SERTAOZINHO,Particular,Urbana,Paralisado,EDUCAÇÃO PROFISSIONAL TÉCNICA EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,7,2,,,,7,11
23094007,2002,350602703307,São Paulo,SP,ARARAS,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIOANL TÉCNICO RADIOLOGIA,D,D14,D1401,,,,,,,,,,,5,35,,,,,22,18,,,,,,,,,,,12,48,10,,,,42,28
23094007,2002,350602703307,São Paulo,SP,ARARAS,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,15,10,10,,,,,57,11,32,,10,25,23,77,,,,,,,,,,,,29,11,,,,16,24
23094007,2002,350602703307,São Paulo,SP,ARARAS,Particular,Urbana,Ativo,QUALIFICAÇÃO PROFISSIONAL AUXILIAR ENFERMAGEM,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,16,2,,,12,50
23095955,2002,350402006003,São Paulo,SP,BAURU,Particular,Urbana,Ativo,DE ENFERMAGEM,D,D14,D1401,,1,19,39,23,17,15,,,19,71,39,33,10,22,92,26,146,,,1,46,37,36,19,,,,46,36,36,12,13,126,8,122
23095955,2002,350402006003,São Paulo,SP,BAURU,Particular,Urbana,Ativo,TECNICO EM LABORATORIO,D,D14,D1401,,,,,,,,,,9,32,14,12,5,,,4,68,,,,,,,,,,,,,,,,,,
23095955,2002,350402006003,São Paulo,SP,BAURU,Particular,Urbana,Ativo,TECNICO EM RADIOLOGIA,D,D14,D1401,,,,,,,,,,10,27,22,13,7,,,47,32,,,,,,,,,,,,,,,,,,
23093823,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,5,1,2,2,,,,6,4,5,1,1,9,4,12,,,3,7,3,4,6,,,2,11,6,16,6,1,22,1,40
23093824,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM MEIO AMBIENTE,D,D19,D1901,,,,,,,,,,,5,6,7,6,,,17,7,,,,,,,,,,,3,3,8,2,,,16,
23093824,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,,,,,,,,,1,2,17,11,20,8,,,48,11,,,,,,,,,,,11,18,14,10,,,45,8
23094487,2002,350903829005,São Paulo,SP,MARILIA,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,1,9,45,28,19,7,,,15,94,,,,,,,,,,,3,6,8,,,,4,13
23094487,2002,350903829005,São Paulo,SP,MARILIA,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,4,15,6,7,2,,,8,26,,,,,,,,,,,,,,,,,,
23095298,2002,351506313504,São Paulo,SP,CUBATAO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,1,3,2,1,,,,,1,,,2,1,6,1,2,,,,,,,,,,,3,2,,,,,,5
23095298,2002,351506313504,São Paulo,SP,CUBATAO,Particular,Urbana,Ativo,ENFERMAGEM DO TRABALHO,D,D14,D1401,,,,,,,,,,1,9,5,4,,,,3,16,,,,,,,,,,,3,2,7,5,,,4,13
23095298,2002,351506313504,São Paulo,SP,CUBATAO,Particular,Urbana,Ativo,TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,,4,1,,,,,1,5,,3,,,5,4,5,,,,,,,,,,2,17,6,5,5,,,9,26
23095245,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Auxiliar e Técnico em Enfermagem,D,D14,D1401,,,,,4,6,0,,,,,18,8,3,0,10,9,20,,,,,3,7,4,,,,,2,3,5,1,13,3,7
23095246,2002,351505705708,São Paulo,SP,BARUERI,Particular,Urbana,Ativo,HABILITAÇAO PROFISSIONAL TECNICO DE CONTABILIDADE,D,D13,D1302,,,,,,,,,,10,25,6,5,,,,12,34,,,,,,,,,,1,29,8,13,,,,18,33
23095246,2002,351505705708,São Paulo,SP,BARUERI,Particular,Urbana,Ativo,HABILITAÇAO PROFISSIONAL TECNICO DEENFERMAGEM,D,D14,D1401,,,,,,,,,,13,30,4,9,2,,,10,48,,,1,4,2,3,2,,,1,31,28,10,1,4,8,7,64
23095246,2002,351505705708,São Paulo,SP,BARUERI,Particular,Urbana,Ativo,QUALIFICAÇAO PROF.  DE AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,4,4,2,,,,,7,3,5,2,3,7,4,13
23093648,2002,351505722505,São Paulo,SP,ITAPEVI,Particular,Urbana,Ativo,ENFERMAGEM,D,D14,D1401,,,,5,2,10,6,,,,11,2,9,5,5,18,9,18,,,,,,,,,,,,,,,,,,
23093914,2002,351004034708,São Paulo,SP,OURINHOS,Particular,Urbana,Extinto,TECNICO EM SEGURANCA DO TRABALHO,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,10,2,,,14,5
23093949,2002,351506351009,São Paulo,SP,SAO VICENTE,Particular,Urbana,Ativo,TECNICO EM BIODIAGNOSTICO,D,D14,D1401,6,,,,,,,58,,,,,,,1,5,8,50,,,,,,,,,,,,,,,,,,
23093949,2002,351506351009,São Paulo,SP,SAO VICENTE,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,58,,,,,,,62,,,,,,,8,50,4,58,12,,,,,,,22,,,,,,,2,10,4,18
23093949,2002,351506351009,São Paulo,SP,SAO VICENTE,Particular,Urbana,Ativo,TECNICO EM MEIO AMBIENTE,D,D19,D1901,,,,,,,,20,,,,,,,,,12,8,,,,,,,,,,,,,,,,,,
23093949,2002,351506351009,São Paulo,SP,SAO VICENTE,Particular,Urbana,Ativo,TECNICO EM NUTRIÇÃO E DIETETICA,D,D14,D1401,29,,,,,,,,,,,,,,3,26,,,,,,,,,,,,,,,,,,,,
23093949,2002,351506351009,São Paulo,SP,SAO VICENTE,Particular,Urbana,Ativo,TECNICO EM RADIOLOGIA MEDICA,D,D14,D1401,,,,,,,,26,,,,,,,,,14,12,,,,,,,,14,,,,,,,,,9,5
23095247,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,habilitacao prof de tec de radiologia,D,D14,D1401,0,0,0,0,0,0,0,0,0,2,2,3,2,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23095247,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,habilitacao prof. de tec de enfermagem,D,D14,D1401,0,0,0,0,0,0,0,0,0,0,3,5,9,5,0,0,4,18,0,0,0,1,0,4,2,0,0,0,0,0,7,13,1,6,1,19
